sample_index,episode_name,frame_index,task_index,prompt,mse,rmse,mae,max_abs_error,rel_error,cosine_similarity_mean,agreement_1e-2,agreement_1e-3,agreement_1e-4,agreement_1e-5,mse_jax_gt,mse_torch_gt,time_jax_ms,time_torch_ms
0,episode_000000,0,1,Grasp the apple from the table and put it in the box,7.580262899864465e-05,0.008706470524767465,0.0032641543075442314,0.08022844791412354,0.13335542380809784,0.9998301506042481,0.9144736842105263,0.5552631578947368,0.175,0.11842105263157894,0.00026848033303394914,8.812313171802089e-05,461.9274139404297,801.0215759277344
11,episode_000000,11,1,Grasp the apple from the table and put it in the box,6.893384124850854e-05,0.008302640619014444,0.0038798421155661345,0.045673906803131104,0.13614463806152344,0.999846613407135,0.8907894736842106,0.5184210526315789,0.1736842105263158,0.1118421052631579,0.0008898897212930024,0.0005467973533086479,344.1922664642334,561.2204074859619
12,episode_000000,12,1,Grasp the apple from the table and put it in the box,3.1765193853061646e-05,0.005636061909974166,0.0027539171278476715,0.028940975666046143,0.06320683658123016,0.9999293029308319,0.9236842105263158,0.5460526315789473,0.19473684210526315,0.11447368421052631,0.0008224497432820499,0.0006043310277163982,348.9840030670166,591.7356014251709
13,episode_000000,13,1,Grasp the apple from the table and put it in the box,2.36141167988535e-05,0.0048594358519125965,0.0023845930118113756,0.024946600198745728,0.08154310286045074,0.9999473810195922,0.9407894736842105,0.5644736842105263,0.19210526315789472,0.11447368421052631,0.0008155818795785308,0.0006246751872822642,355.11112213134766,569.0577030181885
15,episode_000000,15,1,Grasp the apple from the table and put it in the box,2.321069587196689e-05,0.0048177480083506745,0.0025128310080617666,0.02517569065093994,0.11450668424367905,0.9999484121799469,0.9381578947368421,0.5210526315789473,0.175,0.11447368421052631,0.0007124376716092229,0.0005414154729805887,384.9294185638428,578.3040523529053
16,episode_000000,16,1,Grasp the apple from the table and put it in the box,2.236987347714603e-05,0.004729680060759504,0.002425412181764841,0.02308124303817749,0.08682023733854294,0.999950185418129,0.9289473684210526,0.5644736842105263,0.17105263157894737,0.10921052631578948,0.0006518633454106748,0.0004902211367152631,384.0465545654297,590.2566909790039
14,episode_000000,14,1,Grasp the apple from the table and put it in the box,2.1457877664943226e-05,0.004632264852633453,0.002338886959478259,0.022919297218322754,0.7982435822486877,0.9999521881341934,0.9328947368421052,0.5697368421052632,0.19342105263157894,0.10921052631578948,0.0007312422385439277,0.0005860155215486884,356.9822311401367,606.7843437194824
18,episode_000000,18,1,Grasp the apple from the table and put it in the box,1.661331953073386e-05,0.004075944004857508,0.0022967159748077393,0.017963871359825134,0.327707439661026,0.9999629259109497,0.9473684210526315,0.5184210526315789,0.16578947368421051,0.1118421052631579,0.0005783131928183138,0.00047089948202483356,354.91323471069336,570.2841281890869
19,episode_000000,19,1,Grasp the apple from the table and put it in the box,1.6297144611598924e-05,0.004036972208425384,0.002313064644113183,0.02035139501094818,0.11797936260700226,0.9999636679887771,0.9552631578947368,0.5052631578947369,0.15789473684210525,0.10657894736842105,0.0005266603548079729,0.0004450623819138855,380.33342361450195,567.1224594116211
17,episode_000000,17,1,Grasp the apple from the table and put it in the box,1.1814535355370026e-05,0.0034372278590995425,0.001902107149362564,0.016222327947616577,0.09629081189632416,0.9999736398458481,0.9671052631578947,0.575,0.18421052631578946,0.10921052631578948,0.0005961417919024825,0.0005122734000906348,371.46472930908203,574.9857425689697
